Fecha;Tipo fuente;Suma de Generación
2021-12-06;Hidráulica;181,6528129
2021-12-07;Combustible fósil;28,83528977
2021-12-07;Hidráulica;182,635684
2021-12-08;Combustible fósil;24,27032603
2021-12-08;Hidráulica;167,0941618
2021-12-09;Combustible fósil;26,75985644
2021-12-09;Hidráulica;185,8087385
2021-12-10;Combustible fósil;31,11156565
2021-12-10;Hidráulica;180,2639011
2021-12-11;Combustible fósil;33,94513384
2021-12-11;Hidráulica;168,4531455
2021-12-12;Combustible fósil;41,4909516
2021-12-12;Hidráulica;141,9193817
2021-12-13;Combustible fósil;48,78340293
2021-12-13;Hidráulica;154,9482779
2021-12-14;Combustible fósil;47,00546372
2021-12-14;Hidráulica;160,7649816
2021-12-15;Combustible fósil;46,41446172
2021-12-15;Hidráulica;162,4619139
2021-12-16;Combustible fósil;47,08232345
2021-12-16;Hidráulica;164,8494759
2021-12-17;Combustible fósil;47,55653298
2021-12-17;Hidráulica;162,8250908
2021-12-18;Combustible fósil;44,65793153
2021-12-18;Hidráulica;150,3663535
2021-12-19;Combustible fósil;45,20810538
2021-12-19;Hidráulica;139,0078384
2021-12-20;Combustible fósil;59,95932598
2021-12-20;Hidráulica;147,4036522
2021-12-21;Combustible fósil;60,47159278
2021-12-21;Hidráulica;143,1948177
2021-12-22;Combustible fósil;64,42654395
2021-12-22;Hidráulica;139,293035
2021-12-23;Combustible fósil;65,40263026
2021-12-23;Hidráulica;139,0667145
2021-12-24;Combustible fósil;59,30625033
2021-12-24;Hidráulica;124,8113243
2021-12-25;Combustible fósil;49,93627996
2021-12-25;Hidráulica;120,3813152
2021-12-26;Combustible fósil;54,10096421
2021-12-26;Hidráulica;123,580175
2021-12-27;Combustible fósil;56,21699866
2021-12-27;Hidráulica;139,6376377
2021-12-28;Combustible fósil;54,78046456
2021-12-28;Hidráulica;142,1981529
2021-12-29;Combustible fósil;52,72509172
2021-12-29;Hidráulica;142,759655
2021-12-30;Combustible fósil;53,99334787
2021-12-30;Hidráulica;141,0048728
2021-12-31;Combustible fósil;44,17539785
2021-12-31;Hidráulica;135,3631485
2022-01-01;Combustible fósil;38,19459274
2022-01-01;Hidráulica;119,7260124
2022-01-02;Combustible fósil;40,72661343
2022-01-02;Hidráulica;125,1601745
2022-01-03;Combustible fósil;45,10629515
2022-01-03;Hidráulica;146,8814774
2022-01-04;Combustible fósil;34,63200011
2022-01-04;Hidráulica;164,1906853
2022-01-05;Combustible fósil;30,24686312
2022-01-05;Hidráulica;169,7854531
2022-01-06;Combustible fósil;30,67663762
2022-01-06;Hidráulica;170,4735826
2022-01-07;Combustible fósil;30,625329
2022-01-07;Hidráulica;170,9501346
2022-01-08;Combustible fósil;28,30366382
2022-01-08;Hidráulica;166,8680693
2022-01-09;Combustible fósil;24,17626374
2022-01-09;Hidráulica;154,4168927
2022-01-10;Combustible fósil;23,79658957
2022-01-10;Hidráulica;156,3989591
2022-01-11;Combustible fósil;33,59361617
2022-01-11;Hidráulica;165,4302458
2022-01-12;Combustible fósil;44,99907927
2022-01-12;Hidráulica;158,9107504
2022-01-13;Combustible fósil;48,36508674
2022-01-13;Hidráulica;161,0809179
2022-01-14;Combustible fósil;51,18467076
2022-01-14;Hidráulica;156,1435557
2022-01-15;Combustible fósil;51,21218299
2022-01-15;Hidráulica;145,1336844
2022-01-16;Combustible fósil;51,091948
2022-01-16;Hidráulica;131,384267
2022-01-17;Combustible fósil;46,53802433
2022-01-17;Hidráulica;158,7737034
2022-01-18;Combustible fósil;47,1338691
2022-01-18;Hidráulica;161,4663527
2022-01-19;Combustible fósil;46,42531692
2022-01-19;Hidráulica;162,7624534
2022-01-20;Combustible fósil;48,13943099
2022-01-20;Hidráulica;163,1785431
2022-01-21;Combustible fósil;50,44716892
2022-01-21;Hidráulica;164,016553
2022-01-22;Combustible fósil;50,18985675
2022-01-22;Hidráulica;153,0426007
2022-01-23;Combustible fósil;47,75063305
2022-01-23;Hidráulica;137,5608601
2022-01-24;Combustible fósil;50,46910691
2022-01-24;Hidráulica;158,5692002
2022-01-25;Combustible fósil;54,81256178
2022-01-25;Hidráulica;156,2121484
2022-01-26;Combustible fósil;53,44842714
2022-01-26;Hidráulica;158,1300551
2022-01-27;Combustible fósil;53,11064323
2022-01-27;Hidráulica;158,6243916
2022-01-28;Combustible fósil;52,87337116
2022-01-28;Hidráulica;158,8492069
2022-01-29;Combustible fósil;50,69514417
2022-01-29;Hidráulica;150,6268273
2022-01-30;Combustible fósil;51,72327548
2022-01-30;Hidráulica;128,3081013
2022-01-31;Combustible fósil;49,0008994
2022-01-31;Hidráulica;154,6910934
2022-02-01;Combustible fósil;49,39021166
2022-02-01;Hidráulica;159,7648557
2022-02-02;Combustible fósil;54,69870914
2022-02-02;Hidráulica;156,2509121
2022-02-03;Combustible fósil;59,52068614
2022-02-03;Hidráulica;153,8336968
2022-02-04;Combustible fósil;50,29847471
2022-02-04;Hidráulica;163,3387712
2022-02-05;Combustible fósil;55,78013849
2022-02-05;Hidráulica;146,8625877
2022-02-06;Combustible fósil;53,30380408
2022-02-06;Hidráulica;129,6166643
2022-02-07;Combustible fósil;52,4685427
2022-02-07;Hidráulica;154,9109195
2022-02-08;Combustible fósil;48,21038704
2022-02-08;Hidráulica;160,3257385
2022-02-09;Combustible fósil;48,19929416
2022-02-09;Hidráulica;160,4943958
2022-02-10;Combustible fósil;47,48887254
2022-02-10;Hidráulica;161,3330267
2022-02-11;Combustible fósil;48,97495862
2022-02-11;Hidráulica;162,4718409
2022-02-12;Combustible fósil;49,81607677
2022-02-12;Hidráulica;154,3682121
2022-02-13;Combustible fósil;48,38323685
2022-02-13;Hidráulica;137,82963
2022-02-14;Combustible fósil;48,26037346
2022-02-14;Hidráulica;161,133399
2022-02-15;Combustible fósil;50,02014893
2022-02-15;Hidráulica;158,8179531
2022-02-16;Combustible fósil;49,64574077
2022-02-16;Hidráulica;159,4352494
2022-02-17;Combustible fósil;49,92417039
2022-02-17;Hidráulica;162,7191726
2022-02-18;Combustible fósil;48,62512492
2022-02-18;Hidráulica;162,3083037
2022-02-19;Combustible fósil;52,85863478
2022-02-19;Hidráulica;149,0257209
2022-02-20;Combustible fósil;53,71024678
2022-02-20;Hidráulica;128,257318
2022-02-21;Combustible fósil;48,94763137
2022-02-21;Hidráulica;158,4776339
2022-02-22;Combustible fósil;49,50896697
2022-02-22;Hidráulica;167,0656694
2022-02-23;Combustible fósil;49,7653921
2022-02-23;Hidráulica;166,5622652
2022-02-24;Combustible fósil;46,3373087
2022-02-24;Hidráulica;168,1923263
2022-02-25;Combustible fósil;43,5174511
2022-02-25;Hidráulica;170,058464
2022-02-26;Combustible fósil;43,26301495
2022-02-26;Hidráulica;160,6336819
2022-02-27;Combustible fósil;43,55631029
2022-02-27;Hidráulica;140,8631087
2022-02-28;Combustible fósil;44,80071356
2022-02-28;Hidráulica;160,8153959
2022-03-01;Combustible fósil;46,38010154
2022-03-01;Hidráulica;162,4343079
2022-03-02;Combustible fósil;44,80559824
2022-03-02;Hidráulica;164,7314248
2022-03-03;Combustible fósil;42,48908578
2022-03-03;Hidráulica;166,9133359
2022-03-04;Combustible fósil;35,49447002
2022-03-04;Hidráulica;174,7541402
2022-03-05;Combustible fósil;29,26870451
2022-03-05;Hidráulica;170,1235692
2022-03-06;Combustible fósil;22,25784341
2022-03-06;Hidráulica;156,6531247
2022-03-07;Combustible fósil;27,66320824
2022-03-07;Hidráulica;174,533392
2022-03-08;Combustible fósil;24,7364896
2022-03-08;Hidráulica;184,2564325
2022-03-09;Combustible fósil;24,70688694
2022-03-09;Hidráulica;184,9054965
2022-03-10;Combustible fósil;24,99936049
2022-03-10;Hidráulica;186,1965557
2022-03-11;Combustible fósil;25,42242781
2022-03-11;Hidráulica;185,9273542
2022-03-12;Combustible fósil;23,82308256
2022-03-12;Hidráulica;178,9739761
2022-03-13;Combustible fósil;21,77436942
2022-03-13;Hidráulica;161,3875885
2022-03-14;Combustible fósil;26,28040651
2022-03-14;Hidráulica;184,5171388
2022-03-15;Combustible fósil;28,99954766
2022-03-15;Hidráulica;184,1360651
2022-03-16;Combustible fósil;33,22309052
2022-03-16;Hidráulica;181,7181641
2022-03-17;Combustible fósil;33,47970308
2022-03-17;Hidráulica;181,4391662
2022-03-18;Combustible fósil;33,97079851
2022-03-18;Hidráulica;181,6486606
2022-03-19;Combustible fósil;36,06852386
2022-03-19;Hidráulica;166,6061178
2022-03-20;Combustible fósil;31,63060848
2022-03-20;Hidráulica;150,9794095
2022-03-21;Combustible fósil;29,34827943
2022-03-21;Hidráulica;156,6692138
2022-03-22;Combustible fósil;28,43892905
2022-03-22;Hidráulica;181,6111862
2022-03-23;Combustible fósil;31,13418754
2022-03-23;Hidráulica;183,5399603
2022-03-24;Combustible fósil;31,29752054
2022-03-24;Hidráulica;182,6225551
2022-03-25;Combustible fósil;30,9342471
2022-03-25;Hidráulica;187,6173472
2022-03-26;Combustible fósil;28,4585923
2022-03-26;Hidráulica;174,9050634
2022-03-27;Combustible fósil;25,76317135
2022-03-27;Hidráulica;159,1261396
2022-03-28;Combustible fósil;30,72171402
2022-03-28;Hidráulica;174,6365626
2022-03-29;Combustible fósil;34,83214671
2022-03-29;Hidráulica;170,988755
2022-03-30;Combustible fósil;36,24996807
2022-03-30;Hidráulica;171,3993733
2022-03-31;Combustible fósil;39,3458443
2022-03-31;Hidráulica;169,5323068
2022-04-01;Combustible fósil;33,58761151
2022-04-01;Hidráulica;174,7606184
2022-04-02;Combustible fósil;28,6050871
2022-04-02;Hidráulica;177,0892937
2022-04-03;Combustible fósil;28,38905907
2022-04-03;Hidráulica;160,2184539
2022-04-04;Combustible fósil;33,2324404
2022-04-04;Hidráulica;174,9957276
2022-04-05;Combustible fósil;31,99727662
2022-04-05;Hidráulica;178,7320964
2022-04-06;Combustible fósil;28,66529937
2022-04-06;Hidráulica;186,8227915
2022-04-07;Combustible fósil;30,54119063
2022-04-07;Hidráulica;184,2575467
2022-04-08;Combustible fósil;28,5752306
2022-04-08;Hidráulica;184,6617235
2022-04-09;Combustible fósil;27,05356429
2022-04-09;Hidráulica;181,471565
2022-04-10;Combustible fósil;25,96098253
2022-04-10;Hidráulica;167,2248063
2022-04-11;Combustible fósil;34,31711008
2022-04-11;Hidráulica;181,6875128
2022-04-12;Combustible fósil;33,92480671
2022-04-12;Hidráulica;182,0086155
2022-04-13;Combustible fósil;31,17439217
2022-04-13;Hidráulica;181,2023744
2022-04-14;Combustible fósil;27,89173526
2022-04-14;Hidráulica;161,164497
2022-04-15;Combustible fósil;27,1217253
2022-04-15;Hidráulica;152,9244331
2022-04-16;Combustible fósil;26,98042007
2022-04-16;Hidráulica;163,3627721
2022-04-17;Combustible fósil;26,22582365
2022-04-17;Hidráulica;156,1654037
2022-04-18;Combustible fósil;27,78477952
2022-04-18;Hidráulica;178,3534227
2022-04-19;Combustible fósil;25,38485874
2022-04-19;Hidráulica;182,8772523
2022-04-20;Combustible fósil;29,60705102
2022-04-20;Hidráulica;177,4999099
2022-04-21;Combustible fósil;25,2217943
2022-04-21;Hidráulica;181,9458656
2022-04-22;Combustible fósil;26,64482041
2022-04-22;Hidráulica;182,6837582
2022-04-23;Combustible fósil;25,87958586
2022-04-23;Hidráulica;175,8040837
2022-04-24;Combustible fósil;28,14345322
2022-04-24;Hidráulica;159,6614872
2022-04-25;Combustible fósil;28,22447505
2022-04-25;Hidráulica;179,6769345
2022-04-26;Combustible fósil;27,39807729
2022-04-26;Hidráulica;185,2767874
2022-04-27;Combustible fósil;27,32820084
2022-04-27;Hidráulica;187,0621978
2022-04-28;Combustible fósil;27,0186876
2022-04-28;Hidráulica;184,2933748
2022-04-29;Combustible fósil;27,11778248
2022-04-29;Hidráulica;185,2573346
2022-04-30;Combustible fósil;26,63052602
2022-04-30;Hidráulica;181,2423366
2022-05-01;Combustible fósil;25,39005738
2022-05-01;Hidráulica;158,787425
2022-05-02;Combustible fósil;28,96827344
2022-05-02;Hidráulica;184,5678885
2022-05-03;Combustible fósil;31,34348257
2022-05-03;Hidráulica;188,1489203
2022-05-04;Combustible fósil;31,88684334
2022-05-04;Hidráulica;190,3285128
2022-05-05;Combustible fósil;30,79797601
2022-05-05;Hidráulica;184,3295902
2022-05-06;Combustible fósil;27,6342004
2022-05-06;Hidráulica;181,2151276
2022-05-07;Combustible fósil;26,68045042
2022-05-07;Hidráulica;173,0219563
2022-05-08;Combustible fósil;25,52728077
2022-05-08;Hidráulica;158,3615042
2022-05-09;Combustible fósil;26,98342204
2022-05-09;Hidráulica;188,0094561
2022-05-10;Combustible fósil;25,75521343
2022-05-10;Hidráulica;190,1958583
2022-05-11;Combustible fósil;24,82505779
2022-05-11;Hidráulica;188,7126075
2022-05-12;Combustible fósil;25,38034758
2022-05-12;Hidráulica;189,8504635
2022-05-13;Combustible fósil;29,98459924
2022-05-13;Hidráulica;186,2761515
2022-05-14;Combustible fósil;27,46807294
2022-05-14;Hidráulica;183,3110497
2022-05-15;Combustible fósil;26,59543537
2022-05-15;Hidráulica;165,8521834
2022-05-16;Combustible fósil;31,43625317
2022-05-16;Hidráulica;184,983484
2022-05-17;Combustible fósil;30,02932735
2022-05-17;Hidráulica;186,3582942
2022-05-18;Combustible fósil;27,10451303
2022-05-18;Hidráulica;188,5550267
2022-05-19;Combustible fósil;28,87994877
2022-05-19;Hidráulica;182,093412
2022-05-20;Combustible fósil;31,71943686
2022-05-20;Hidráulica;183,9644098
2022-05-21;Combustible fósil;26,78043476
2022-05-21;Hidráulica;180,2348606
2022-05-22;Combustible fósil;24,738108
2022-05-22;Hidráulica;168,6522066
2022-05-23;Combustible fósil;27,53926808
2022-05-23;Hidráulica;187,8283454
2022-05-24;Combustible fósil;28,73886224
2022-05-24;Hidráulica;190,6786708
2022-05-25;Combustible fósil;28,13914363
2022-05-25;Hidráulica;190,7560257
2022-05-26;Combustible fósil;30,99847914
2022-05-26;Hidráulica;185,5402642
2022-05-27;Combustible fósil;29,30183983
2022-05-27;Hidráulica;188,0181469
2022-05-28;Combustible fósil;29,06125401
2022-05-28;Hidráulica;178,9782611
2022-05-29;Combustible fósil;33,96918391
2022-05-29;Hidráulica;150,2412919
2022-05-30;Combustible fósil;27,59304878
2022-05-30;Hidráulica;163,6147151
2022-05-31;Combustible fósil;32,78961097
2022-05-31;Hidráulica;178,8652784
2022-06-01;Combustible fósil;29,78587582
2022-06-01;Hidráulica;183,2707597
2022-06-02;Combustible fósil;29,37877663
2022-06-02;Hidráulica;183,2965851
2022-06-03;Combustible fósil;28,14696676
2022-06-03;Hidráulica;181,0368985
2022-06-04;Combustible fósil;30,51870829
2022-06-04;Hidráulica;170,7710381
2022-06-05;Combustible fósil;29,580124
2022-06-05;Hidráulica;153,0789424
2022-06-06;Combustible fósil;28,28780752
2022-06-06;Hidráulica;180,0710469
2022-06-07;Combustible fósil;27,96365467
2022-06-07;Hidráulica;180,5592023
2022-06-08;Combustible fósil;27,24065316
2022-06-08;Hidráulica;181,3342252
2022-06-09;Combustible fósil;28,1009983
2022-06-09;Hidráulica;183,0302726
2022-06-10;Combustible fósil;28,27113435
2022-06-10;Hidráulica;186,0586231
2022-06-11;Combustible fósil;26,92415906
2022-06-11;Hidráulica;177,0913421
2022-06-12;Combustible fósil;26,89092921
2022-06-12;Hidráulica;156,5577182
2022-06-13;Combustible fósil;29,09675105
2022-06-13;Hidráulica;179,1681842
2022-06-14;Combustible fósil;29,51916741
2022-06-14;Hidráulica;179,1404582
2022-06-15;Combustible fósil;28,9730202
2022-06-15;Hidráulica;183,0242114
2022-06-16;Combustible fósil;29,61895398
2022-06-16;Hidráulica;183,8446251
2022-06-17;Combustible fósil;26,11529908
2022-06-17;Hidráulica;186,1688821
2022-06-18;Combustible fósil;22,12101583
2022-06-18;Hidráulica;178,8188299
2022-06-19;Combustible fósil;22,7042612
2022-06-19;Hidráulica;154,2280992
2022-06-20;Combustible fósil;24,12835412
2022-06-20;Hidráulica;162,1086259
2022-06-21;Combustible fósil;28,88688746
2022-06-21;Hidráulica;180,0687509
2022-06-22;Combustible fósil;32,94161003
2022-06-22;Hidráulica;181,6648813
2022-06-23;Combustible fósil;33,22786551
2022-06-23;Hidráulica;182,9166876
2022-06-24;Combustible fósil;26,08292287
2022-06-24;Hidráulica;185,9705808
2022-06-25;Combustible fósil;23,80052315
2022-06-25;Hidráulica;176,2832381
2022-06-26;Combustible fósil;24,41906158
2022-06-26;Hidráulica;154,6517253
2022-06-27;Combustible fósil;23,8849832
2022-06-27;Hidráulica;159,0886907
2022-06-28;Combustible fósil;27,23861825
2022-06-28;Hidráulica;179,5480358
2022-06-29;Combustible fósil;28,94421036
2022-06-29;Hidráulica;182,1129059
2022-06-30;Combustible fósil;34,4574784
2022-06-30;Hidráulica;176,1103137
2022-07-01;Combustible fósil;31,11644185
2022-07-01;Hidráulica;179,3308887
2022-07-02;Combustible fósil;23,43320993
2022-07-02;Hidráulica;178,8938717
2022-07-03;Combustible fósil;23,3498743
2022-07-03;Hidráulica;159,8368341
2022-07-04;Combustible fósil;22,69131867
2022-07-04;Hidráulica;171,0845085
2022-07-05;Combustible fósil;25,91711089
2022-07-05;Hidráulica;184,7382308
2022-07-06;Combustible fósil;27,40305411
2022-07-06;Hidráulica;185,6187507
2022-07-07;Combustible fósil;28,33965043
2022-07-07;Hidráulica;188,0606422
2022-07-08;Combustible fósil;22,98536282
2022-07-08;Hidráulica;193,1249769
2022-07-09;Combustible fósil;22,90269999
2022-07-09;Hidráulica;184,9387421
2022-07-10;Combustible fósil;24,63828085
2022-07-10;Hidráulica;165,4686889
2022-07-11;Combustible fósil;28,30092122
2022-07-11;Hidráulica;183,5908077
2022-07-12;Combustible fósil;29,71630146
2022-07-12;Hidráulica;185,7841737
2022-07-13;Combustible fósil;29,53008253
2022-07-13;Hidráulica;186,7370545
2022-07-14;Combustible fósil;31,92377933
2022-07-14;Hidráulica;186,2533531
2022-07-15;Combustible fósil;30,8251626
2022-07-15;Hidráulica;187,3311484
2022-07-16;Combustible fósil;32,403057
2022-07-16;Hidráulica;177,0045946
2022-07-17;Combustible fósil;27,44291738
2022-07-17;Hidráulica;163,1900103
2022-07-18;Combustible fósil;28,73840224
2022-07-18;Hidráulica;182,2735001
2022-07-19;Combustible fósil;31,08799742
2022-07-19;Hidráulica;184,4918156
2022-07-20;Combustible fósil;29,94985191
2022-07-20;Hidráulica;173,2505267
2022-07-21;Combustible fósil;28,67533867
2022-07-21;Hidráulica;186,8658849
2022-07-22;Combustible fósil;28,24246754
2022-07-22;Hidráulica;188,2343792
2022-07-23;Combustible fósil;26,89430205
2022-07-23;Hidráulica;180,3587885
2022-07-24;Combustible fósil;27,97592814
2022-07-24;Hidráulica;159,7315376
2022-07-25;Combustible fósil;31,48620825
2022-07-25;Hidráulica;180,2942953
2022-07-26;Combustible fósil;37,86348759
2022-07-26;Hidráulica;175,8696906
2022-07-27;Combustible fósil;40,01384911
2022-07-27;Hidráulica;174,3056173
2022-07-28;Combustible fósil;39,50761866
2022-07-28;Hidráulica;171,6655962
2022-07-29;Combustible fósil;41,58057163
2022-07-29;Hidráulica;175,5320415
2022-07-30;Combustible fósil;40,81001623
2022-07-30;Hidráulica;169,7698718
2022-07-31;Combustible fósil;30,61552392
2022-07-31;Hidráulica;159,0925254
2022-08-01;Combustible fósil;26,24230661
2022-08-01;Hidráulica;185,3049795
2022-08-02;Combustible fósil;27,54806979
2022-08-02;Hidráulica;183,3236156
2022-08-03;Combustible fósil;29,13804773
2022-08-03;Hidráulica;182,7482813
2022-08-04;Combustible fósil;29,60894454
2022-08-04;Hidráulica;185,9591049
2022-08-05;Combustible fósil;28,5502637
2022-08-05;Hidráulica;186,3936612
2022-08-06;Combustible fósil;23,64345333
2022-08-06;Hidráulica;179,4687231
2022-08-07;Combustible fósil;22,28457125
2022-08-07;Hidráulica;164,5987343
2022-08-08;Combustible fósil;25,49631724
2022-08-08;Hidráulica;189,4006813
2022-08-09;Combustible fósil;28,11515991
2022-08-09;Hidráulica;190,3180523
2022-08-10;Combustible fósil;23,77730464
2022-08-10;Hidráulica;190,9902754
2022-08-11;Combustible fósil;25,35903051
2022-08-11;Hidráulica;190,5510642
2022-08-12;Combustible fósil;28,2721661
2022-08-12;Hidráulica;188,5241638
2022-08-13;Combustible fósil;26,63234386
2022-08-13;Hidráulica;177,8351073
2022-08-14;Combustible fósil;23,94032692
2022-08-14;Hidráulica;160,086475
2022-08-15;Combustible fósil;23,6409826
2022-08-15;Hidráulica;163,0176897
2022-08-16;Combustible fósil;26,09339207
2022-08-16;Hidráulica;183,5368408
2022-08-17;Combustible fósil;26,81785589
2022-08-17;Hidráulica;189,451788
2022-08-18;Combustible fósil;27,51888134
2022-08-18;Hidráulica;192,812714
2022-08-19;Combustible fósil;27,14977435
2022-08-19;Hidráulica;195,503872
2022-08-20;Combustible fósil;28,41264824
2022-08-20;Hidráulica;183,6971828
2022-08-21;Combustible fósil;21,24812533
2022-08-21;Hidráulica;165,2270991
2022-08-22;Combustible fósil;24,04836819
2022-08-22;Hidráulica;185,1872468
2022-08-23;Combustible fósil;28,33396098
2022-08-23;Hidráulica;183,9680787
2022-08-24;Combustible fósil;32,11754688
2022-08-24;Hidráulica;183,9556305
2022-08-25;Combustible fósil;29,54056665
2022-08-25;Hidráulica;187,9846923
2022-08-26;Combustible fósil;25,08004612
2022-08-26;Hidráulica;191,3928217
2022-08-27;Combustible fósil;24,0160709
2022-08-27;Hidráulica;186,3676236
2022-08-28;Combustible fósil;20,17006591
2022-08-28;Hidráulica;168,7195246
2022-08-29;Combustible fósil;27,0289516
2022-08-29;Hidráulica;181,5235423
2022-08-30;Combustible fósil;24,41361813
2022-08-30;Hidráulica;191,5547112
2022-08-31;Combustible fósil;31,29633632
2022-08-31;Hidráulica;181,1005155
2022-09-01;Combustible fósil;33,73700047
2022-09-01;Hidráulica;176,7649539
2022-09-02;Combustible fósil;37,6187633
2022-09-02;Hidráulica;174,1720716
2022-09-03;Combustible fósil;32,55775064
2022-09-03;Hidráulica;171,9065777
2022-09-04;Combustible fósil;22,34310313
2022-09-04;Hidráulica;163,876716
2022-09-05;Combustible fósil;27,04323617
2022-09-05;Hidráulica;188,5352142
2022-09-06;Combustible fósil;26,8100267
2022-09-06;Hidráulica;190,2274242
2022-09-07;Combustible fósil;22,87993007
2022-09-07;Hidráulica;192,9170037
2022-09-08;Combustible fósil;23,23783101
2022-09-08;Hidráulica;192,0761659
2022-09-09;Combustible fósil;27,15510818
2022-09-09;Hidráulica;191,2102208
2022-09-10;Combustible fósil;22,80217438
2022-09-10;Hidráulica;188,7819094
2022-09-11;Combustible fósil;27,65368072
2022-09-11;Hidráulica;159,7802439
2022-09-12;Combustible fósil;25,6379521
2022-09-12;Hidráulica;186,0010763
2022-09-13;Combustible fósil;30,03275932
2022-09-13;Hidráulica;182,6011158
2022-09-14;Combustible fósil;35,8329486
2022-09-14;Hidráulica;180,0671725
2022-09-15;Combustible fósil;38,8311266
2022-09-15;Hidráulica;179,7831016
2022-09-16;Combustible fósil;33,8585486
2022-09-16;Hidráulica;184,0920676
2022-09-17;Combustible fósil;29,66962545
2022-09-17;Hidráulica;175,7944317
2022-09-18;Combustible fósil;22,76275511
2022-09-18;Hidráulica;161,5844717
2022-09-19;Combustible fósil;27,18358274
2022-09-19;Hidráulica;180,1222314
2022-09-20;Combustible fósil;30,00581959
2022-09-20;Hidráulica;178,7343216
2022-09-21;Combustible fósil;29,33290871
2022-09-21;Hidráulica;181,471233
2022-09-22;Combustible fósil;30,14879989
2022-09-22;Hidráulica;180,7534091
2022-09-23;Combustible fósil;27,78496761
2022-09-23;Hidráulica;186,1108864
2022-09-24;Combustible fósil;22,87422094
2022-09-24;Hidráulica;185,4060196
2022-09-25;Combustible fósil;22,63370298
2022-09-25;Hidráulica;163,2607835
2022-09-26;Combustible fósil;23,51587621
2022-09-26;Hidráulica;191,0817393
2022-09-27;Combustible fósil;20,93864849
2022-09-27;Hidráulica;197,7601938
2022-09-28;Combustible fósil;21,53367771
2022-09-28;Hidráulica;197,6354838
2022-09-29;Combustible fósil;20,83378148
2022-09-29;Hidráulica;197,0750357
2022-09-30;Combustible fósil;20,70156937
2022-09-30;Hidráulica;195,4716339
2022-10-01;Combustible fósil;23,2762167
2022-10-01;Hidráulica;178,3779236
2022-10-02;Combustible fósil;18,32578353
2022-10-02;Hidráulica;165,6136327
2022-10-03;Combustible fósil;27,47341722
2022-10-03;Hidráulica;193,6561236
2022-10-04;Combustible fósil;31,05970799
2022-10-04;Hidráulica;194,6342805
2022-10-05;Combustible fósil;27,5009453
2022-10-05;Hidráulica;193,1692094
2022-10-06;Combustible fósil;26,21445984
2022-10-06;Hidráulica;192,947618
2022-10-07;Combustible fósil;28,55396744
2022-10-07;Hidráulica;186,6765359
2022-10-08;Combustible fósil;21,27291513
2022-10-08;Hidráulica;185,8361917
2022-10-09;Combustible fósil;18,26982344
2022-10-09;Hidráulica;167,9911082
2022-10-10;Combustible fósil;20,19263823
2022-10-10;Hidráulica;195,6450971
2022-10-11;Combustible fósil;22,80181946
2022-10-11;Hidráulica;200,5707466
2022-10-12;Combustible fósil;20,84345829
2022-10-12;Hidráulica;200,7346788
2022-10-13;Combustible fósil;18,5124777
2022-10-13;Hidráulica;200,158994
2022-10-14;Combustible fósil;17,33560799
2022-10-14;Hidráulica;201,8911982
2022-10-15;Combustible fósil;15,47626758
2022-10-15;Hidráulica;193,4148298
2022-10-16;Combustible fósil;18,38196744
2022-10-16;Hidráulica;165,8816134
2022-10-17;Combustible fósil;14,73894597
2022-10-17;Hidráulica;174,0592743
2022-10-18;Combustible fósil;19,49061295
2022-10-18;Hidráulica;197,8457465
2022-10-19;Combustible fósil;26,543472
2022-10-19;Hidráulica;190,9212109
2022-10-20;Combustible fósil;32,76220264
2022-10-20;Hidráulica;187,0511834
2022-10-21;Combustible fósil;28,93595811
2022-10-21;Hidráulica;188,4222809
2022-10-22;Combustible fósil;17,87142262
2022-10-22;Hidráulica;190,0459352
2022-10-23;Combustible fósil;19,8647677
2022-10-23;Hidráulica;167,879888
2022-10-24;Combustible fósil;16,60730455
2022-10-24;Hidráulica;195,5552911
2022-10-25;Combustible fósil;17,99994816
2022-10-25;Hidráulica;195,4386181
2022-10-26;Combustible fósil;20,79243176
2022-10-26;Hidráulica;192,967386
2022-10-27;Combustible fósil;22,85489177
2022-10-27;Hidráulica;192,7639483
2022-10-28;Combustible fósil;23,10182293
2022-10-28;Hidráulica;190,6765296
2022-10-29;Combustible fósil;22,58270159
2022-10-29;Hidráulica;181,4710734
2022-10-30;Combustible fósil;22,15905561
2022-10-30;Hidráulica;169,4148875
2022-10-31;Combustible fósil;23,43346144
2022-10-31;Hidráulica;191,0033248
2022-11-01;Combustible fósil;21,94197338
2022-11-01;Hidráulica;200,189705
2022-11-02;Combustible fósil;26,00990295
2022-11-02;Hidráulica;199,3365708
2022-11-03;Combustible fósil;26,59694666
2022-11-03;Hidráulica;191,2770984
2022-11-04;Combustible fósil;28,7335735
2022-11-04;Hidráulica;186,7921913
2022-11-05;Combustible fósil;21,39565493
2022-11-05;Hidráulica;183,4908238
2022-11-06;Combustible fósil;18,9590782
2022-11-06;Hidráulica;160,5708876
2022-11-07;Combustible fósil;19,69630357
2022-11-07;Hidráulica;168,9178907
2022-11-08;Combustible fósil;19,40947044
2022-11-08;Hidráulica;193,9013848
2022-11-09;Combustible fósil;22,8840906
2022-11-09;Hidráulica;189,5375126
2022-11-10;Combustible fósil;20,69836597
2022-11-10;Hidráulica;194,5083196
2022-11-11;Combustible fósil;22,87877099
2022-11-11;Hidráulica;194,6292029
2022-11-12;Combustible fósil;19,29260107
2022-11-12;Hidráulica;186,0407454
