Hora;Fecha;Precio Bolsa Nacional
P7;2025-11-24; 167,9 
P7;2025-11-25; 146,3 
P7;2025-11-26; 166,5 
P7;2025-11-27; 182,3 
P7;2025-11-28; 248,9 
P7;2025-11-29; 238,8 
P7;2025-11-30; 236,5 
P7;2025-12-01; 294,5 
P7;2025-12-02; 164,8 
P7;2025-12-03; 216,1 
P7;2025-12-04; 269,8 
P7;2025-12-05; 116,2 
P7;2025-12-06; 125,1 
P7;2025-12-07; 110,6 
P7;2025-12-08; 107,5 
P7;2025-12-09; 219,1 
P7;2025-12-10; 117,0 
P7;2025-12-11; 243,9 
P7;2025-12-12; 237,2 
P7;2025-12-13; 243,3 
P7;2025-12-14; 117,8 
P7;2025-12-15; 271,5 
P7;2025-12-16; 326,4 
P7;2025-12-17; 340,7 
P7;2025-12-18; 349,1 
P7;2025-12-19; 344,6 
P7;2025-12-20; 380,6 
P7;2025-12-21; 410,9 
P7;2025-12-22; 434,6 
P7;2025-12-23; 434,4 
P7;2025-12-24; 247,9 
P7;2025-12-25; 189,9 
P7;2025-12-26; 252,9 
P7;2025-12-27; 258,9 
P7;2025-12-28; 286,9 
P7;2025-12-29; 306,8 
P7;2025-12-30; 306,6 
P7;2025-12-31; 270,5 
P7;2026-01-01; 295,8 
P7;2026-01-02; 329,0 
P7;2026-01-03; 327,9 
P7;2026-01-04; 283,2 
P7;2026-01-05; 334,1 
P7;2026-01-06; 312,2 
P7;2026-01-07; 252,6 
P7;2026-01-08; 156,2 
P7;2026-01-09; 209,8 
P7;2026-01-10; 176,5 
P7;2026-01-11; 116,4 
P7;2026-01-12; 113,6 
P7;2026-01-13; 103,7 
P7;2026-01-14; 109,5 
P7;2026-01-15; 117,3 
P7;2026-01-16; 109,5 
P7;2026-01-17; 104,6 
P7;2026-01-18; 97,6 
P7;2026-01-19; 149,7 
P7;2026-01-20; 176,2 
P7;2026-01-21; 177,7 
P7;2026-01-22; 181,5 
P7;2026-01-23; 196,4 
P7;2026-01-24; 201,5 
P7;2026-01-25; 227,7 
P7;2026-01-26; 248,3 
P7;2026-01-27; 259,1 
P7;2026-01-28; 254,7 
P7;2026-01-29; 242,2 
P7;2026-01-30; 247,0 
P7;2026-01-31; 208,0 
P7;2026-02-01; 112,9 
P7;2026-02-02; 102,4 
P7;2026-02-03; 109,1 
P7;2026-02-04; 134,6 
P7;2026-02-05; 113,7 
P7;2026-02-06; 120,9 
P7;2026-02-07; 105,3 
P8;2021-01-01; 128,3 
P8;2021-01-02; 91,0 
P8;2021-01-03; 100,2 
P8;2021-01-04; 143,5 
P8;2021-01-05; 168,5 
P8;2021-01-06; 169,2 
P8;2021-01-07; 169,4 
P8;2021-01-08; 170,8 
P8;2021-01-09; 171,6 
P8;2021-01-10; 112,2 
P8;2021-01-11; 156,5 
P8;2021-01-12; 118,8 
P8;2021-01-13; 118,4 
P8;2021-01-14; 118,5 
P8;2021-01-15; 144,2 
P8;2021-01-16; 136,5 
P8;2021-01-17; 145,6 
P8;2021-01-18; 171,4 
P8;2021-01-19; 176,4 
P8;2021-01-20; 184,4 
P8;2021-01-21; 191,3 
P8;2021-01-22; 213,0 
P8;2021-01-23; 209,4 
P8;2021-01-24; 195,1 
P8;2021-01-25; 252,6 
P8;2021-01-26; 228,6 
P8;2021-01-27; 229,1 
P8;2021-01-28; 223,7 
P8;2021-01-29; 218,2 
P8;2021-01-30; 224,2 
P8;2021-01-31; 206,6 
P8;2021-02-01; 227,1 
P8;2021-02-02; 257,3 
P8;2021-02-03; 238,1 
P8;2021-02-04; 245,6 
P8;2021-02-05; 243,7 
P8;2021-02-06; 257,2 
P8;2021-02-07; 240,7 
P8;2021-02-08; 266,3 
P8;2021-02-09; 276,7 
P8;2021-02-10; 279,7 
P8;2021-02-11; 284,6 
P8;2021-02-12; 284,7 
P8;2021-02-13; 273,6 
P8;2021-02-14; 237,0 
P8;2021-02-15; 261,8 
P8;2021-02-16; 280,9 
P8;2021-02-17; 261,9 
P8;2021-02-18; 260,4 
P8;2021-02-19; 255,7 
P8;2021-02-20; 258,9 
P8;2021-02-21; 252,5 
P8;2021-02-22; 256,7 
P8;2021-02-23; 229,2 
P8;2021-02-24; 248,5 
P8;2021-02-25; 247,5 
P8;2021-02-26; 257,4 
P8;2021-02-27; 255,8 
P8;2021-02-28; 227,8 
P8;2021-03-01; 243,2 
P8;2021-03-02; 210,6 
P8;2021-03-03; 201,5 
P8;2021-03-04; 154,7 
P8;2021-03-05; 179,1 
P8;2021-03-06; 158,0 
P8;2021-03-07; 155,4 
P8;2021-03-08; 148,1 
P8;2021-03-09; 156,7 
P8;2021-03-10; 152,3 
P8;2021-03-11; 131,1 
P8;2021-03-12; 157,1 
P8;2021-03-13; 163,2 
P8;2021-03-14; 134,0 
P8;2021-03-15; 155,3 
P8;2021-03-16; 171,9 
P8;2021-03-17; 131,0 
P8;2021-03-18; 130,2 
P8;2021-03-19; 131,3 
P8;2021-03-20; 128,1 
P8;2021-03-21; 110,8 
P8;2021-03-22; 119,5 
P8;2021-03-23; 126,9 
P8;2021-03-24; 124,8 
P8;2021-03-25; 124,8 
P8;2021-03-26; 124,8 
P8;2021-03-27; 155,0 
P8;2021-03-28; 123,6 
P8;2021-03-29; 156,6 
P8;2021-03-30; 155,2 
P8;2021-03-31; 149,8 
P8;2021-04-01; 143,1 
P8;2021-04-02; 149,1 
P8;2021-04-03; 143,4 
P8;2021-04-04; 150,0 
P8;2021-04-05; 156,1 
P8;2021-04-06; 153,4 
P8;2021-04-07; 148,5 
P8;2021-04-08; 144,4 
P8;2021-04-09; 148,7 
P8;2021-04-10; 135,4 
P8;2021-04-11; 124,2 
P8;2021-04-12; 144,3 
P8;2021-04-13; 143,0 
P8;2021-04-14; 138,6 
P8;2021-04-15; 140,9 
P8;2021-04-16; 138,7 
P8;2021-04-17; 148,8 
P8;2021-04-18; 151,3 
P8;2021-04-19; 159,7 
P8;2021-04-20; 168,1 
P8;2021-04-21; 164,8 
P8;2021-04-22; 161,0 
P8;2021-04-23; 173,4 
P8;2021-04-24; 177,9 
P8;2021-04-25; 176,0 
P8;2021-04-26; 189,9 
P8;2021-04-27; 173,5 
P8;2021-04-28; 190,3 
P8;2021-04-29; 168,1 
P8;2021-04-30; 125,4 
P8;2021-05-01; 127,6 
P8;2021-05-02; 116,4 
P8;2021-05-03; 114,8 
P8;2021-05-04; 92,4 
P8;2021-05-05; 116,2 
P8;2021-05-06; 93,8 
P8;2021-05-07; 105,0 
P8;2021-05-08; 109,9 
P8;2021-05-09; 104,0 
P8;2021-05-10; 103,6 
P8;2021-05-11; 96,5 
P8;2021-05-12; 94,0 
P8;2021-05-13; 92,8 
P8;2021-05-14; 93,4 
P8;2021-05-15; 93,7 
P8;2021-05-16; 93,1 
P8;2021-05-17; 91,0 
P8;2021-05-18; 91,9 
P8;2021-05-19; 92,9 
P8;2021-05-20; 91,2 
P8;2021-05-21; 91,6 
P8;2021-05-22; 90,9 
P8;2021-05-23; 91,7 
P8;2021-05-24; 91,5 
P8;2021-05-25; 92,7 
P8;2021-05-26; 92,4 
P8;2021-05-27; 93,0 
P8;2021-05-28; 93,6 
P8;2021-05-29; 94,2 
P8;2021-05-30; 92,2 
P8;2021-05-31; 91,4 
P8;2021-06-01; 89,5 
P8;2021-06-02; 90,7 
P8;2021-06-03; 89,3 
P8;2021-06-04; 89,5 
P8;2021-06-05; 91,9 
P8;2021-06-06; 92,8 
P8;2021-06-07; 91,2 
P8;2021-06-08; 90,8 
P8;2021-06-09; 90,9 
P8;2021-06-10; 89,9 
P8;2021-06-11; 89,2 
P8;2021-06-12; 86,2 
P8;2021-06-13; 85,2 
P8;2021-06-14; 85,6 
P8;2021-06-15; 90,4 
P8;2021-06-16; 87,6 
P8;2021-06-17; 90,8 
P8;2021-06-18; 93,0 
P8;2021-06-19; 87,9 
P8;2021-06-20; 87,0 
P8;2021-06-21; 89,6 
P8;2021-06-22; 90,5 
P8;2021-06-23; 91,2 
P8;2021-06-24; 91,5 
P8;2021-06-25; 87,3 
P8;2021-06-26; 90,1 
P8;2021-06-27; 85,7 
P8;2021-06-28; 92,1 
P8;2021-06-29; 91,6 
P8;2021-06-30; 93,0 
P8;2021-07-01; 94,2 
P8;2021-07-02; 91,3 
P8;2021-07-03; 93,3 
P8;2021-07-04; 90,9 
P8;2021-07-05; 84,4 
P8;2021-07-06; 90,4 
P8;2021-07-07; 90,9 
P8;2021-07-08; 92,0 
P8;2021-07-09; 91,8 
P8;2021-07-10; 91,2 
P8;2021-07-11; 90,4 
P8;2021-07-12; 91,8 
P8;2021-07-13; 91,0 
P8;2021-07-14; 90,6 
P8;2021-07-15; 90,3 
P8;2021-07-16; 90,4 
P8;2021-07-17; 91,5 
P8;2021-07-18; 90,8 
P8;2021-07-19; 90,5 
P8;2021-07-20; 91,6 
P8;2021-07-21; 91,7 
P8;2021-07-22; 93,9 
P8;2021-07-23; 94,2 
P8;2021-07-24; 91,9 
P8;2021-07-25; 84,5 
P8;2021-07-26; 90,3 
P8;2021-07-27; 93,3 
P8;2021-07-28; 91,9 
P8;2021-07-29; 90,4 
P8;2021-07-30; 91,5 
P8;2021-07-31; 90,5 
P8;2021-08-01; 85,3 
P8;2021-08-02; 92,1 
P8;2021-08-03; 91,6 
P8;2021-08-04; 90,5 
P8;2021-08-05; 93,2 
P8;2021-08-06; 93,0 
P8;2021-08-07; 91,2 
P8;2021-08-08; 90,4 
P8;2021-08-09; 91,3 
P8;2021-08-10; 93,4 
P8;2021-08-11; 91,1 
P8;2021-08-12; 95,9 
P8;2021-08-13; 91,5 
P8;2021-08-14; 92,2 
P8;2021-08-15; 87,6 
P8;2021-08-16; 85,1 
P8;2021-08-17; 93,7 
P8;2021-08-18; 90,0 
P8;2021-08-19; 95,1 
P8;2021-08-20; 93,7 
P8;2021-08-21; 89,0 
P8;2021-08-22; 87,6 
P8;2021-08-23; 91,5 
P8;2021-08-24; 91,5 
P8;2021-08-25; 92,0 
P8;2021-08-26; 85,0 
P8;2021-08-27; 91,0 
P8;2021-08-28; 89,8 
P8;2021-08-29; 85,3 
P8;2021-08-30; 85,4 
P8;2021-08-31; 87,1 
P8;2021-09-01; 91,4 
P8;2021-09-02; 91,2 
P8;2021-09-03; 90,6 
P8;2021-09-04; 92,3 
P8;2021-09-05; 90,2 
P8;2021-09-06; 91,4 
P8;2021-09-07; 90,8 
P8;2021-09-08; 91,0 
P8;2021-09-09; 91,2 
P8;2021-09-10; 95,4 
P8;2021-09-11; 95,0 
P8;2021-09-12; 85,9 
P8;2021-09-13; 90,1 
P8;2021-09-14; 90,3 
P8;2021-09-15; 91,8 
P8;2021-09-16; 91,7 
P8;2021-09-17; 90,7 
P8;2021-09-18; 90,5 
P8;2021-09-19; 90,9 
P8;2021-09-20; 117,0 
P8;2021-09-21; 134,2 
P8;2021-09-22; 144,2 
P8;2021-09-23; 156,2 
P8;2021-09-24; 147,6 
P8;2021-09-25; 94,5 
P8;2021-09-26; 84,2 
P8;2021-09-27; 94,0 
P8;2021-09-28; 115,6 
P8;2021-09-29; 98,1 
P8;2021-09-30; 90,2 
P8;2021-10-01; 96,7 
P8;2021-10-02; 97,8 
P8;2021-10-03; 90,1 
P8;2021-10-04; 87,5 
P8;2021-10-05; 90,8 
P8;2021-10-06; 100,2 
P8;2021-10-07; 98,7 
P8;2021-10-08; 87,7 
P8;2021-10-09; 87,9 
P8;2021-10-10; 87,0 
P8;2021-10-11; 87,4 
P8;2021-10-12; 95,5 
P8;2021-10-13; 94,1 
P8;2021-10-14; 87,1 
P8;2021-10-15; 88,0 
P8;2021-10-16; 133,8 
P8;2021-10-17; 87,1 
P8;2021-10-18; 87,3 
P8;2021-10-19; 88,6 
P8;2021-10-20; 90,2 
P8;2021-10-21; 88,6 
P8;2021-10-22; 88,0 
P8;2021-10-23; 86,9 
P8;2021-10-24; 86,9 
P8;2021-10-25; 87,2 
P8;2021-10-26; 99,9 
P8;2021-10-27; 89,4 
P8;2021-10-28; 88,0 
P8;2021-10-29; 87,8 
P8;2021-10-30; 87,1 
P8;2021-10-31; 87,5 
P8;2021-11-01; 87,3 
P8;2021-11-02; 92,1 
P8;2021-11-03; 94,1 
P8;2021-11-04; 93,4 
P8;2021-11-05; 92,9 
P8;2021-11-06; 94,0 
P8;2021-11-07; 92,2 
P8;2021-11-08; 93,0 
P8;2021-11-09; 92,9 
P8;2021-11-10; 93,1 
P8;2021-11-11; 94,3 
P8;2021-11-12; 93,0 
P8;2021-11-13; 92,0 
P8;2021-11-14; 92,2 
P8;2021-11-15; 91,5 
P8;2021-11-16; 92,7 
P8;2021-11-17; 93,9 
P8;2021-11-18; 103,4 
P8;2021-11-19; 94,8 
P8;2021-11-20; 97,0 
P8;2021-11-21; 102,0 
P8;2021-11-22; 110,1 
P8;2021-11-23; 114,5 
P8;2021-11-24; 124,3 
P8;2021-11-25; 126,5 
P8;2021-11-26; 96,3 
P8;2021-11-27; 93,0 
P8;2021-11-28; 94,1 
P8;2021-11-29; 93,0 
P8;2021-11-30; 92,8 
P8;2021-12-01; 96,2 
P8;2021-12-02; 101,7 
P8;2021-12-03; 96,6 
P8;2021-12-04; 95,7 
P8;2021-12-05; 117,9 
P8;2021-12-06; 119,1 
P8;2021-12-07; 131,3 
P8;2021-12-08; 135,4 
P8;2021-12-09; 168,9 
P8;2021-12-10; 187,1 
P8;2021-12-11; 218,7 
P8;2021-12-12; 237,8 
P8;2021-12-13; 296,7 
P8;2021-12-14; 365,7 
P8;2021-12-15; 396,2 
P8;2021-12-16; 463,9 
P8;2021-12-17; 495,8 
P8;2021-12-18; 507,0 
P8;2021-12-19; 538,9 
P8;2021-12-20; 583,3 
P8;2021-12-21; 583,3 
P8;2021-12-22; 575,9 
P8;2021-12-23; 575,4 
P8;2021-12-24; 457,4 
P8;2021-12-25; 185,6 
P8;2021-12-26; 226,9 
P8;2021-12-27; 441,2 
P8;2021-12-28; 448,0 
P8;2021-12-29; 395,6 
P8;2021-12-30; 385,7 
P8;2021-12-31; 151,4 
P8;2022-01-01; 183,6 
P8;2022-01-02; 145,7 
P8;2022-01-03; 205,2 
P8;2022-01-04; 107,1 
P8;2022-01-05; 114,6 
P8;2022-01-06; 181,4 
P8;2022-01-07; 189,6 
P8;2022-01-08; 203,1 
P8;2022-01-09; 175,1 
P8;2022-01-10; 202,1 
P8;2022-01-11; 219,4 
P8;2022-01-12; 234,5 
P8;2022-01-13; 233,9 
P8;2022-01-14; 247,3 
P8;2022-01-15; 249,8 
P8;2022-01-16; 241,4 
P8;2022-01-17; 248,4 
P8;2022-01-18; 247,3 
P8;2022-01-19; 255,4 
P8;2022-01-20; 261,3 
P8;2022-01-21; 291,9 
P8;2022-01-22; 310,7 
P8;2022-01-23; 284,7 
P8;2022-01-24; 316,3 
P8;2022-01-25; 434,3 
P8;2022-01-26; 374,2 
P8;2022-01-27; 434,6 
P8;2022-01-28; 404,2 
P8;2022-01-29; 434,2 
P8;2022-01-30; 313,1 
P8;2022-01-31; 527,2 
P8;2022-02-01; 535,2 
P8;2022-02-02; 611,5 
P8;2022-02-03; 641,2 
P8;2022-02-04; 640,1 
P8;2022-02-05; 638,4 
P8;2022-02-06; 622,2 
P8;2022-02-07; 649,6 
P8;2022-02-08; 547,4 
P8;2022-02-09; 500,8 
P8;2022-02-10; 400,4 
P8;2022-02-11; 341,5 
P8;2022-02-12; 321,0 
P8;2022-02-13; 253,4 
P8;2022-02-14; 351,7 
P8;2022-02-15; 332,1 
P8;2022-02-16; 342,9 
P8;2022-02-17; 301,5 
P8;2022-02-18; 301,1 
P8;2022-02-19; 295,0 
P8;2022-02-20; 203,0 
P8;2022-02-21; 273,2 
P8;2022-02-22; 245,7 
P8;2022-02-23; 222,0 
P8;2022-02-24; 251,5 
P8;2022-02-25; 252,1 
P8;2022-02-26; 252,4 
P8;2022-02-27; 221,7 
P8;2022-02-28; 253,0 
P8;2022-03-01; 259,6 
P8;2022-03-02; 251,5 
P8;2022-03-03; 249,1 
P8;2022-03-04; 201,5 
P8;2022-03-05; 203,0 
P8;2022-03-06; 146,9 
P8;2022-03-07; 195,3 
P8;2022-03-08; 199,9 
P8;2022-03-09; 169,1 
P8;2022-03-10; 164,8 
P8;2022-03-11; 186,2 
P8;2022-03-12; 179,3 
P8;2022-03-13; 185,6 
P8;2022-03-14; 199,2 
P8;2022-03-15; 208,6 
P8;2022-03-16; 242,7 
P8;2022-03-17; 243,8 
P8;2022-03-18; 214,7 
P8;2022-03-19; 205,7 
P8;2022-03-20; 204,6 
P8;2022-03-21; 198,0 
P8;2022-03-22; 214,2 
P8;2022-03-23; 214,2 
P8;2022-03-24; 245,0 
P8;2022-03-25; 242,1 
P8;2022-03-26; 248,7 
P8;2022-03-27; 248,0 
P8;2022-03-28; 276,0 
P8;2022-03-29; 279,1 
P8;2022-03-30; 234,1 
P8;2022-03-31; 279,2 
P8;2022-04-01; 267,5 
P8;2022-04-02; 207,7 
P8;2022-04-03; 131,5 
P8;2022-04-04; 164,8 
P8;2022-04-05; 165,7 
P8;2022-04-06; 155,9 
P8;2022-04-07; 157,6 
P8;2022-04-08; 152,3 
P8;2022-04-09; 131,9 
P8;2022-04-10; 121,9 
P8;2022-04-11; 139,2 
P8;2022-04-12; 126,0 
P8;2022-04-13; 123,1 
P8;2022-04-14; 107,1 
P8;2022-04-15; 103,1 
P8;2022-04-16; 114,0 
P8;2022-04-17; 99,1 
P8;2022-04-18; 149,2 
P8;2022-04-19; 160,5 
P8;2022-04-20; 146,2 
P8;2022-04-21; 122,3 
P8;2022-04-22; 101,6 
P8;2022-04-23; 105,8 
P8;2022-04-24; 96,2 
P8;2022-04-25; 97,7 
P8;2022-04-26; 100,5 
P8;2022-04-27; 98,2 
P8;2022-04-28; 97,7 
P8;2022-04-29; 98,7 
P8;2022-04-30; 97,8 
P8;2022-05-01; 95,0 
P8;2022-05-02; 97,2 
P8;2022-05-03; 98,7 
P8;2022-05-04; 96,8 
P8;2022-05-05; 110,3 
P8;2022-05-06; 108,7 
P8;2022-05-07; 118,6 
P8;2022-05-08; 97,1 
P8;2022-05-09; 97,8 
P8;2022-05-10; 98,7 
P8;2022-05-11; 94,9 
P8;2022-05-12; 99,1 
P8;2022-05-13; 103,0 
P8;2022-05-14; 98,4 
P8;2022-05-15; 96,3 
P8;2022-05-16; 97,0 
P8;2022-05-17; 107,3 
P8;2022-05-18; 126,7 
P8;2022-05-19; 124,1 
P8;2022-05-20; 114,7 
P8;2022-05-21; 97,2 
P8;2022-05-22; 89,4 
P8;2022-05-23; 96,0 
P8;2022-05-24; 106,1 
P8;2022-05-25; 101,6 
P8;2022-05-26; 100,7 
P8;2022-05-27; 97,3 
P8;2022-05-28; 95,6 
P8;2022-05-29; 96,7 
P8;2022-05-30; 96,4 
P8;2022-05-31; 95,5 
P8;2022-06-01; 96,3 
P8;2022-06-02; 103,8 
P8;2022-06-03; 105,2 
P8;2022-06-04; 102,8 
P8;2022-06-05; 96,5 
P8;2022-06-06; 98,2 
P8;2022-06-07; 100,9 
P8;2022-06-08; 102,8 
P8;2022-06-09; 102,4 
P8;2022-06-10; 104,1 
P8;2022-06-11; 106,2 
P8;2022-06-12; 99,3 
P8;2022-06-13; 102,6 
P8;2022-06-14; 102,5 
P8;2022-06-15; 102,8 
P8;2022-06-16; 102,6 
P8;2022-06-17; 102,4 
P8;2022-06-18; 96,2 
P8;2022-06-19; 99,6 
P8;2022-06-20; 96,1 
P8;2022-06-21; 96,9 
P8;2022-06-22; 105,2 
P8;2022-06-23; 105,1 
P8;2022-06-24; 103,6 
P8;2022-06-25; 102,3 
P8;2022-06-26; 102,4 
P8;2022-06-27; 102,4 
P8;2022-06-28; 97,6 
P8;2022-06-29; 105,9 
P8;2022-06-30; 104,5 
P8;2022-07-01; 105,4 
P8;2022-07-02; 104,8 
P8;2022-07-03; 97,2 
P8;2022-07-04; 103,4 
P8;2022-07-05; 104,8 
P8;2022-07-06; 107,8 
P8;2022-07-07; 106,9 
P8;2022-07-08; 107,4 
P8;2022-07-09; 110,1 
P8;2022-07-10; 101,4 
P8;2022-07-11; 105,9 
P8;2022-07-12; 109,0 
P8;2022-07-13; 108,2 
P8;2022-07-14; 111,2 
P8;2022-07-15; 112,4 
P8;2022-07-16; 108,8 
P8;2022-07-17; 106,6 
P8;2022-07-18; 105,7 
P8;2022-07-19; 106,8 
P8;2022-07-20; 106,7 
P8;2022-07-21; 106,3 
P8;2022-07-22; 104,3 
P8;2022-07-23; 104,0 
P8;2022-07-24; 111,3 
P8;2022-07-25; 109,5 
P8;2022-07-26; 105,6 
P8;2022-07-27; 106,1 
P8;2022-07-28; 104,3 
P8;2022-07-29; 108,3 
P8;2022-07-30; 106,1 
P8;2022-07-31; 118,3 
P8;2022-08-01; 108,6 
P8;2022-08-02; 108,5 
P8;2022-08-03; 109,1 
P8;2022-08-04; 113,8 
P8;2022-08-05; 111,4 
P8;2022-08-06; 109,9 
P8;2022-08-07; 100,1 
P8;2022-08-08; 107,6 
P8;2022-08-09; 108,5 
P8;2022-08-10; 108,5 
P8;2022-08-11; 108,7 
P8;2022-08-12; 108,5 
P8;2022-08-13; 109,3 
P8;2022-08-14; 109,0 
P8;2022-08-15; 108,6 
P8;2022-08-16; 108,5 
P8;2022-08-17; 108,9 
P8;2022-08-18; 109,8 
P8;2022-08-19; 109,7 
P8;2022-08-20; 108,4 
P8;2022-08-21; 107,7 
P8;2022-08-22; 118,9 
P8;2022-08-23; 116,2 
P8;2022-08-24; 153,5 
P8;2022-08-25; 204,6 
P8;2022-08-26; 243,4 
P8;2022-08-27; 249,1 
P8;2022-08-28; 254,1 
P8;2022-08-29; 264,4 
P8;2022-08-30; 298,1 
P8;2022-08-31; 319,7 
P8;2022-09-01; 302,1 
P8;2022-09-02; 329,4 
P8;2022-09-03; 299,5 
P8;2022-09-04; 189,6 
P8;2022-09-05; 154,1 
P8;2022-09-06; 172,1 
P8;2022-09-07; 165,7 
P8;2022-09-08; 170,4 
P8;2022-09-09; 203,6 
P8;2022-09-10; 213,5 
P8;2022-09-11; 115,1 
P8;2022-09-12; 197,8 
P8;2022-09-13; 263,5 
P8;2022-09-14; 280,3 
P8;2022-09-15; 329,9 
P8;2022-09-16; 351,0 
P8;2022-09-17; 318,9 
P8;2022-09-18; 200,4 
P8;2022-09-19; 288,4 
P8;2022-09-20; 261,0 
P8;2022-09-21; 249,6 
P8;2022-09-22; 245,9 
P8;2022-09-23; 237,0 
P8;2022-09-24; 233,4 
P8;2022-09-25; 110,7 
P8;2022-09-26; 184,4 
P8;2022-09-27; 224,1 
P8;2022-09-28; 210,9 
P8;2022-09-29; 209,4 
P8;2022-09-30; 210,8 
P8;2022-10-01; 219,0 
P8;2022-10-02; 221,8 
P8;2022-10-03; 257,1 
P8;2022-10-04; 257,6 
P8;2022-10-05; 266,9 
P8;2022-10-06; 260,7 
P8;2022-10-07; 265,4 
P8;2022-10-08; 305,4 
P8;2022-10-09; 213,9 
P8;2022-10-10; 323,3 
P8;2022-10-11; 285,5 
P8;2022-10-12; 296,0 
P8;2022-10-13; 310,3 
P8;2022-10-14; 297,2 
P8;2022-10-15; 309,9 
P8;2022-10-16; 265,8 
P8;2022-10-17; 317,0 
P8;2022-10-18; 341,0 
P8;2022-10-19; 387,1 
P8;2022-10-20; 466,6 
P8;2022-10-21; 345,2 
P8;2022-10-22; 246,4 
P8;2022-10-23; 109,5 
P8;2022-10-24; 117,6 
P8;2022-10-25; 246,5 
P8;2022-10-26; 293,9 
P8;2022-10-27; 221,2 
P8;2022-10-28; 220,0 
P8;2022-10-29; 207,2 
P8;2022-10-30; 109,4 
P8;2022-10-31; 207,4 
P8;2022-11-01; 218,5 
P8;2022-11-02; 238,4 
P8;2022-11-03; 238,5 
P8;2022-11-04; 117,8 
P8;2022-11-05; 200,1 
P8;2022-11-06; 111,2 
P8;2022-11-07; 115,9 
P8;2022-11-08; 199,5 
P8;2022-11-09; 201,9 
P8;2022-11-10; 199,9 
P8;2022-11-11; 137,9 
P8;2022-11-12; 127,5 
P8;2022-11-13; 119,1 
P8;2022-11-14; 116,6 
P8;2022-11-15; 137,6 
P8;2022-11-16; 115,7 
P8;2022-11-17; 148,3 
P8;2022-11-18; 111,0 
P8;2022-11-19; 117,5 
P8;2022-11-20; 110,3 
P8;2022-11-21; 121,2 
P8;2022-11-22; 122,9 
P8;2022-11-23; 119,3 
P8;2022-11-24; 147,3 
P8;2022-11-25; 242,4 
P8;2022-11-26; 247,7 
P8;2022-11-27; 249,8 
P8;2022-11-28; 257,4 
P8;2022-11-29; 310,8 
P8;2022-11-30; 341,6 
P8;2022-12-01; 245,0 
P8;2022-12-02; 343,3 
P8;2022-12-03; 234,8 
P8;2022-12-04; 233,3 
P8;2022-12-05; 232,7 
P8;2022-12-06; 235,4 
P8;2022-12-07; 256,2 
P8;2022-12-08; 234,1 
P8;2022-12-09; 234,1 
P8;2022-12-10; 234,2 
P8;2022-12-11; 242,0 
P8;2022-12-12; 238,1 
P8;2022-12-13; 258,5 
P8;2022-12-14; 262,4 
P8;2022-12-15; 259,2 
P8;2022-12-16; 273,0 
P8;2022-12-17; 268,8 
P8;2022-12-18; 281,7 
P8;2022-12-19; 304,9 
P8;2022-12-20; 327,8 
P8;2022-12-21; 358,6 
P8;2022-12-22; 406,0 
P8;2022-12-23; 419,3 
P8;2022-12-24; 401,7 
P8;2022-12-25; 378,9 
P8;2022-12-26; 441,1 
P8;2022-12-27; 461,6 
P8;2022-12-28; 505,6 
P8;2022-12-29; 496,2 
P8;2022-12-30; 382,3 
P8;2022-12-31; 519,0 
P8;2023-01-01; 451,9 
P8;2023-01-02; 509,3 
P8;2023-01-03; 509,5 
P8;2023-01-04; 552,4 
P8;2023-01-05; 556,3 
P8;2023-01-06; 496,4 
P8;2023-01-07; 498,6 
P8;2023-01-08; 308,8 
P8;2023-01-09; 331,9 
P8;2023-01-10; 410,7 
P8;2023-01-11; 454,6 
P8;2023-01-12; 131,1 
P8;2023-01-13; 263,4 
P8;2023-01-14; 252,8 
P8;2023-01-15; 127,9 
P8;2023-01-16; 124,8 
P8;2023-01-17; 217,7 
P8;2023-01-18; 247,4 
P8;2023-01-19; 241,4 
P8;2023-01-20; 244,1 
P8;2023-01-21; 219,7 
P8;2023-01-22; 121,3 
P8;2023-01-23; 209,5 
P8;2023-01-24; 245,7 
P8;2023-01-25; 282,5 
P8;2023-01-26; 300,7 
P8;2023-01-27; 356,3 
P8;2023-01-28; 396,9 
P8;2023-01-29; 440,1 
P8;2023-01-30; 525,9 
P8;2023-01-31; 621,2 
P8;2023-02-01; 752,2 
P8;2023-02-02; 791,4 
P8;2023-02-03; 785,2 
P8;2023-02-04; 782,6 
P8;2023-02-05; 490,8 
P8;2023-02-06; 462,7 
P8;2023-02-07; 502,1 
P8;2023-02-08; 589,3 
P8;2023-02-09; 524,4 
P8;2023-02-10; 568,3 
P8;2023-02-11; 553,6 
P8;2023-02-12; 479,5 
P8;2023-02-13; 574,3 
P8;2023-02-14; 564,3 
P8;2023-02-15; 549,6 
P8;2023-02-16; 544,5 
P8;2023-02-17; 433,1 
P8;2023-02-18; 424,5 
P8;2023-02-19; 358,6 
P8;2023-02-20; 395,9 
P8;2023-02-21; 411,0 
P8;2023-02-22; 332,6 
P8;2023-02-23; 406,1 
P8;2023-02-24; 324,7 
P8;2023-02-25; 285,5 
P8;2023-02-26; 289,8 
P8;2023-02-27; 289,7 
P8;2023-02-28; 324,7 
P8;2023-03-01; 321,2 
P8;2023-03-02; 417,5 
P8;2023-03-03; 408,5 
P8;2023-03-04; 450,3 
P8;2023-03-05; 423,1 
P8;2023-03-06; 486,5 
P8;2023-03-07; 495,4 
P8;2023-03-08; 454,2 
