Hora;Fecha;Precio Bolsa Nacional
P1;2021-01-01; 142,3 
P1;2021-01-02; 86,1 
P1;2021-01-03; 128,2 
P1;2021-01-04; 126,5 
P1;2021-01-05; 146,5 
P1;2021-01-06; 169,2 
P1;2021-01-07; 169,4 
P1;2021-01-08; 170,8 
P1;2021-01-09; 115,6 
P1;2021-01-10; 166,2 
P1;2021-01-11; 156,5 
P1;2021-01-12; 115,8 
P1;2021-01-13; 115,9 
P1;2021-01-14; 118,5 
P1;2021-01-15; 135,8 
P1;2021-01-16; 144,5 
P1;2021-01-17; 157,8 
P1;2021-01-18; 153,1 
P1;2021-01-19; 176,4 
P1;2021-01-20; 179,4 
P1;2021-01-21; 178,3 
P1;2021-01-22; 204,0 
P1;2021-01-23; 209,4 
P1;2021-01-24; 195,1 
P1;2021-01-25; 233,1 
P1;2021-01-26; 228,6 
P1;2021-01-27; 229,1 
P1;2021-01-28; 207,7 
P1;2021-01-29; 206,2 
P1;2021-01-30; 218,2 
P1;2021-01-31; 208,1 
P1;2021-02-01; 222,2 
P1;2021-02-02; 228,3 
P1;2021-02-03; 236,6 
P1;2021-02-04; 237,6 
P1;2021-02-05; 243,7 
P1;2021-02-06; 246,2 
P1;2021-02-07; 253,7 
P1;2021-02-08; 262,8 
P1;2021-02-09; 271,7 
P1;2021-02-10; 279,7 
P1;2021-02-11; 283,6 
P1;2021-02-12; 266,7 
P1;2021-02-13; 286,6 
P1;2021-02-14; 247,0 
P1;2021-02-15; 236,8 
P1;2021-02-16; 236,9 
P1;2021-02-17; 257,0 
P1;2021-02-18; 254,4 
P1;2021-02-19; 255,7 
P1;2021-02-20; 253,9 
P1;2021-02-21; 257,5 
P1;2021-02-22; 237,7 
P1;2021-02-23; 228,2 
P1;2021-02-24; 232,5 
P1;2021-02-25; 236,5 
P1;2021-02-26; 251,4 
P1;2021-02-27; 255,8 
P1;2021-02-28; 229,8 
P1;2021-03-01; 111,2 
P1;2021-03-02; 210,6 
P1;2021-03-03; 154,0 
P1;2021-03-04; 115,7 
P1;2021-03-05; 179,1 
P1;2021-03-06; 158,0 
P1;2021-03-07; 155,4 
P1;2021-03-08; 140,1 
P1;2021-03-09; 141,2 
P1;2021-03-10; 139,8 
P1;2021-03-11; 130,1 
P1;2021-03-12; 135,1 
P1;2021-03-13; 139,2 
P1;2021-03-14; 134,0 
P1;2021-03-15; 140,4 
P1;2021-03-16; 155,9 
P1;2021-03-17; 130,0 
P1;2021-03-18; 129,7 
P1;2021-03-19; 127,2 
P1;2021-03-20; 128,1 
P1;2021-03-21; 125,8 
P1;2021-03-22; 119,5 
P1;2021-03-23; 124,8 
P1;2021-03-24; 122,8 
P1;2021-03-25; 124,8 
P1;2021-03-26; 124,8 
P1;2021-03-27; 114,0 
P1;2021-03-28; 151,1 
P1;2021-03-29; 105,6 
P1;2021-03-30; 149,2 
P1;2021-03-31; 149,3 
P1;2021-04-01; 143,1 
P1;2021-04-02; 149,1 
P1;2021-04-03; 143,4 
P1;2021-04-04; 138,0 
P1;2021-04-05; 139,1 
P1;2021-04-06; 152,4 
P1;2021-04-07; 147,0 
P1;2021-04-08; 132,4 
P1;2021-04-09; 139,8 
P1;2021-04-10; 135,4 
P1;2021-04-11; 133,2 
P1;2021-04-12; 130,3 
P1;2021-04-13; 133,1 
P1;2021-04-14; 130,6 
P1;2021-04-15; 135,9 
P1;2021-04-16; 135,7 
P1;2021-04-17; 148,8 
P1;2021-04-18; 158,3 
P1;2021-04-19; 150,7 
P1;2021-04-20; 159,9 
P1;2021-04-21; 164,8 
P1;2021-04-22; 158,9 
P1;2021-04-23; 145,4 
P1;2021-04-24; 168,9 
P1;2021-04-25; 183,0 
P1;2021-04-26; 145,9 
P1;2021-04-27; 170,0 
P1;2021-04-28; 147,3 
P1;2021-04-29; 116,1 
P1;2021-04-30; 113,4 
P1;2021-05-01; 127,6 
P1;2021-05-02; 116,4 
P1;2021-05-03; 92,9 
P1;2021-05-04; 87,4 
P1;2021-05-05; 111,7 
P1;2021-05-06; 92,4 
P1;2021-05-07; 93,9 
P1;2021-05-08; 109,9 
P1;2021-05-09; 106,0 
P1;2021-05-10; 93,6 
P1;2021-05-11; 92,5 
P1;2021-05-12; 92,9 
P1;2021-05-13; 87,0 
P1;2021-05-14; 92,5 
P1;2021-05-15; 93,7 
P1;2021-05-16; 93,1 
P1;2021-05-17; 91,0 
P1;2021-05-18; 91,0 
P1;2021-05-19; 92,9 
P1;2021-05-20; 90,1 
P1;2021-05-21; 91,0 
P1;2021-05-22; 90,9 
P1;2021-05-23; 91,7 
P1;2021-05-24; 86,5 
P1;2021-05-25; 92,7 
P1;2021-05-26; 90,6 
P1;2021-05-27; 91,3 
P1;2021-05-28; 93,6 
P1;2021-05-29; 94,9 
P1;2021-05-30; 93,3 
P1;2021-05-31; 86,4 
P1;2021-06-01; 89,0 
P1;2021-06-02; 85,1 
P1;2021-06-03; 85,4 
P1;2021-06-04; 89,5 
P1;2021-06-05; 91,4 
P1;2021-06-06; 92,8 
P1;2021-06-07; 91,2 
P1;2021-06-08; 85,8 
P1;2021-06-09; 85,9 
P1;2021-06-10; 85,8 
P1;2021-06-11; 85,1 
P1;2021-06-12; 86,2 
P1;2021-06-13; 85,2 
P1;2021-06-14; 85,6 
P1;2021-06-15; 86,3 
P1;2021-06-16; 87,6 
P1;2021-06-17; 86,6 
P1;2021-06-18; 88,0 
P1;2021-06-19; 87,9 
P1;2021-06-20; 87,0 
P1;2021-06-21; 85,6 
P1;2021-06-22; 85,5 
P1;2021-06-23; 85,5 
P1;2021-06-24; 86,5 
P1;2021-06-25; 87,3 
P1;2021-06-26; 86,3 
P1;2021-06-27; 85,7 
P1;2021-06-28; 91,2 
P1;2021-06-29; 86,6 
P1;2021-06-30; 92,1 
P1;2021-07-01; 89,3 
P1;2021-07-02; 90,4 
P1;2021-07-03; 93,3 
P1;2021-07-04; 90,9 
P1;2021-07-05; 84,4 
P1;2021-07-06; 90,4 
P1;2021-07-07; 89,5 
P1;2021-07-08; 91,2 
P1;2021-07-09; 90,8 
P1;2021-07-10; 90,5 
P1;2021-07-11; 90,4 
P1;2021-07-12; 91,7 
P1;2021-07-13; 90,8 
P1;2021-07-14; 90,5 
P1;2021-07-15; 90,1 
P1;2021-07-16; 90,3 
P1;2021-07-17; 85,8 
P1;2021-07-18; 91,4 
P1;2021-07-19; 90,5 
P1;2021-07-20; 91,6 
P1;2021-07-21; 90,5 
P1;2021-07-22; 92,7 
P1;2021-07-23; 93,8 
P1;2021-07-24; 91,9 
P1;2021-07-25; 90,3 
P1;2021-07-26; 84,5 
P1;2021-07-27; 93,2 
P1;2021-07-28; 86,1 
P1;2021-07-29; 84,6 
P1;2021-07-30; 91,5 
P1;2021-07-31; 90,2 
P1;2021-08-01; 90,8 
P1;2021-08-02; 92,1 
P1;2021-08-03; 85,9 
P1;2021-08-04; 84,9 
P1;2021-08-05; 92,1 
P1;2021-08-06; 91,9 
P1;2021-08-07; 92,1 
P1;2021-08-08; 90,4 
P1;2021-08-09; 85,1 
P1;2021-08-10; 90,7 
P1;2021-08-11; 90,7 
P1;2021-08-12; 90,9 
P1;2021-08-13; 91,4 
P1;2021-08-14; 92,0 
P1;2021-08-15; 93,3 
P1;2021-08-16; 85,1 
P1;2021-08-17; 88,0 
P1;2021-08-18; 90,0 
P1;2021-08-19; 89,4 
P1;2021-08-20; 88,0 
P1;2021-08-21; 89,0 
P1;2021-08-22; 87,6 
P1;2021-08-23; 85,8 
P1;2021-08-24; 85,8 
P1;2021-08-25; 86,3 
P1;2021-08-26; 85,0 
P1;2021-08-27; 85,3 
P1;2021-08-28; 90,6 
P1;2021-08-29; 85,3 
P1;2021-08-30; 85,4 
P1;2021-08-31; 87,1 
P1;2021-09-01; 85,7 
P1;2021-09-02; 85,3 
P1;2021-09-03; 90,5 
P1;2021-09-04; 92,3 
P1;2021-09-05; 90,2 
P1;2021-09-06; 89,9 
P1;2021-09-07; 90,8 
P1;2021-09-08; 91,0 
P1;2021-09-09; 91,2 
P1;2021-09-10; 93,2 
P1;2021-09-11; 95,0 
P1;2021-09-12; 85,9 
P1;2021-09-13; 89,9 
P1;2021-09-14; 90,2 
P1;2021-09-15; 91,8 
P1;2021-09-16; 91,7 
P1;2021-09-17; 90,6 
P1;2021-09-18; 90,5 
P1;2021-09-19; 92,5 
P1;2021-09-20; 101,5 
P1;2021-09-21; 118,3 
P1;2021-09-22; 129,9 
P1;2021-09-23; 138,6 
P1;2021-09-24; 129,6 
P1;2021-09-25; 94,4 
P1;2021-09-26; 89,9 
P1;2021-09-27; 93,9 
P1;2021-09-28; 94,6 
P1;2021-09-29; 94,1 
P1;2021-09-30; 84,5 
P1;2021-10-01; 90,1 
P1;2021-10-02; 93,5 
P1;2021-10-03; 90,4 
P1;2021-10-04; 87,2 
P1;2021-10-05; 90,8 
P1;2021-10-06; 89,6 
P1;2021-10-07; 91,7 
P1;2021-10-08; 87,0 
P1;2021-10-09; 87,8 
P1;2021-10-10; 87,3 
P1;2021-10-11; 87,4 
P1;2021-10-12; 86,9 
P1;2021-10-13; 87,3 
P1;2021-10-14; 87,1 
P1;2021-10-15; 82,3 
P1;2021-10-16; 87,2 
P1;2021-10-17; 87,1 
P1;2021-10-18; 87,3 
P1;2021-10-19; 88,4 
P1;2021-10-20; 90,2 
P1;2021-10-21; 82,9 
P1;2021-10-22; 88,0 
P1;2021-10-23; 86,9 
P1;2021-10-24; 87,9 
P1;2021-10-25; 86,9 
P1;2021-10-26; 90,8 
P1;2021-10-27; 88,8 
P1;2021-10-28; 87,4 
P1;2021-10-29; 87,6 
P1;2021-10-30; 86,1 
P1;2021-10-31; 87,5 
P1;2021-11-01; 87,3 
P1;2021-11-02; 86,8 
P1;2021-11-03; 94,1 
P1;2021-11-04; 93,0 
P1;2021-11-05; 92,1 
P1;2021-11-06; 94,0 
P1;2021-11-07; 92,2 
P1;2021-11-08; 92,2 
P1;2021-11-09; 92,1 
P1;2021-11-10; 92,3 
P1;2021-11-11; 93,7 
P1;2021-11-12; 92,7 
P1;2021-11-13; 92,0 
P1;2021-11-14; 92,7 
P1;2021-11-15; 91,5 
P1;2021-11-16; 92,7 
P1;2021-11-17; 93,3 
P1;2021-11-18; 92,4 
P1;2021-11-19; 92,8 
P1;2021-11-20; 93,5 
P1;2021-11-21; 102,0 
P1;2021-11-22; 96,2 
P1;2021-11-23; 108,5 
P1;2021-11-24; 113,3 
P1;2021-11-25; 96,5 
P1;2021-11-26; 95,3 
P1;2021-11-27; 92,7 
P1;2021-11-28; 94,1 
P1;2021-11-29; 92,5 
P1;2021-11-30; 92,8 
P1;2021-12-01; 95,4 
P1;2021-12-02; 94,9 
P1;2021-12-03; 95,3 
P1;2021-12-04; 95,2 
P1;2021-12-05; 117,9 
P1;2021-12-06; 105,1 
P1;2021-12-07; 121,2 
P1;2021-12-08; 141,4 
P1;2021-12-09; 165,9 
P1;2021-12-10; 187,1 
P1;2021-12-11; 218,7 
P1;2021-12-12; 255,8 
P1;2021-12-13; 271,2 
P1;2021-12-14; 365,7 
P1;2021-12-15; 396,2 
P1;2021-12-16; 455,9 
P1;2021-12-17; 477,3 
P1;2021-12-18; 501,0 
P1;2021-12-19; 544,4 
P1;2021-12-20; 566,4 
P1;2021-12-21; 583,3 
P1;2021-12-22; 501,9 
P1;2021-12-23; 556,6 
P1;2021-12-24; 457,4 
P1;2021-12-25; 206,6 
P1;2021-12-26; 356,5 
P1;2021-12-27; 357,2 
P1;2021-12-28; 441,5 
P1;2021-12-29; 395,5 
P1;2021-12-30; 335,7 
P1;2021-12-31; 189,5 
P1;2022-01-01; 186,6 
P1;2022-01-02; 145,7 
P1;2022-01-03; 97,9 
P1;2022-01-04; 98,1 
P1;2022-01-05; 114,6 
P1;2022-01-06; 181,4 
P1;2022-01-07; 183,6 
P1;2022-01-08; 202,1 
P1;2022-01-09; 200,1 
P1;2022-01-10; 203,7 
P1;2022-01-11; 213,7 
P1;2022-01-12; 229,5 
P1;2022-01-13; 233,9 
P1;2022-01-14; 243,3 
P1;2022-01-15; 249,8 
P1;2022-01-16; 241,4 
P1;2022-01-17; 239,4 
P1;2022-01-18; 244,5 
P1;2022-01-19; 254,4 
P1;2022-01-20; 254,3 
P1;2022-01-21; 290,9 
P1;2022-01-22; 301,6 
P1;2022-01-23; 305,6 
P1;2022-01-24; 307,3 
P1;2022-01-25; 364,3 
P1;2022-01-26; 374,2 
P1;2022-01-27; 384,6 
P1;2022-01-28; 404,2 
P1;2022-01-29; 434,2 
P1;2022-01-30; 455,4 
P1;2022-01-31; 454,2 
P1;2022-02-01; 526,1 
P1;2022-02-02; 611,5 
P1;2022-02-03; 638,6 
P1;2022-02-04; 621,1 
P1;2022-02-05; 638,4 
P1;2022-02-06; 638,8 
P1;2022-02-07; 411,6 
P1;2022-02-08; 312,4 
P1;2022-02-09; 436,3 
P1;2022-02-10; 351,9 
P1;2022-02-11; 321,7 
P1;2022-02-12; 323,0 
P1;2022-02-13; 283,4 
P1;2022-02-14; 281,7 
P1;2022-02-15; 332,1 
P1;2022-02-16; 302,9 
P1;2022-02-17; 301,5 
P1;2022-02-18; 301,1 
P1;2022-02-19; 295,0 
P1;2022-02-20; 243,0 
P1;2022-02-21; 231,7 
P1;2022-02-22; 231,2 
P1;2022-02-23; 222,0 
P1;2022-02-24; 215,5 
P1;2022-02-25; 212,6 
P1;2022-02-26; 252,4 
P1;2022-02-27; 221,7 
P1;2022-02-28; 187,0 
P1;2022-03-01; 219,6 
P1;2022-03-02; 209,2 
P1;2022-03-03; 201,1 
P1;2022-03-04; 104,0 
P1;2022-03-05; 151,5 
P1;2022-03-06; 196,9 
P1;2022-03-07; 179,3 
P1;2022-03-08; 180,5 
P1;2022-03-09; 169,1 
P1;2022-03-10; 162,8 
P1;2022-03-11; 164,2 
P1;2022-03-12; 179,3 
P1;2022-03-13; 185,6 
P1;2022-03-14; 164,9 
P1;2022-03-15; 201,9 
P1;2022-03-16; 216,6 
P1;2022-03-17; 217,7 
P1;2022-03-18; 179,7 
P1;2022-03-19; 201,7 
P1;2022-03-20; 204,6 
P1;2022-03-21; 198,0 
P1;2022-03-22; 192,2 
P1;2022-03-23; 93,5 
P1;2022-03-24; 211,0 
P1;2022-03-25; 236,0 
P1;2022-03-26; 244,2 
P1;2022-03-27; 248,0 
P1;2022-03-28; 246,0 
P1;2022-03-29; 244,1 
P1;2022-03-30; 234,1 
P1;2022-03-31; 258,7 
P1;2022-04-01; 257,5 
P1;2022-04-02; 207,7 
P1;2022-04-03; 131,5 
P1;2022-04-04; 92,5 
P1;2022-04-05; 165,7 
P1;2022-04-06; 151,9 
P1;2022-04-07; 153,6 
P1;2022-04-08; 152,3 
P1;2022-04-09; 126,0 
P1;2022-04-10; 121,9 
P1;2022-04-11; 116,2 
P1;2022-04-12; 125,2 
P1;2022-04-13; 115,7 
P1;2022-04-14; 119,8 
P1;2022-04-15; 107,4 
P1;2022-04-16; 114,0 
P1;2022-04-17; 104,4 
P1;2022-04-18; 97,6 
P1;2022-04-19; 160,2 
P1;2022-04-20; 97,9 
P1;2022-04-21; 120,2 
P1;2022-04-22; 101,4 
P1;2022-04-23; 100,0 
P1;2022-04-24; 102,0 
P1;2022-04-25; 91,9 
P1;2022-04-26; 94,5 
P1;2022-04-27; 92,4 
P1;2022-04-28; 91,6 
P1;2022-04-29; 92,9 
P1;2022-04-30; 92,0 
P1;2022-05-01; 96,6 
P1;2022-05-02; 94,9 
P1;2022-05-03; 95,7 
P1;2022-05-04; 95,6 
P1;2022-05-05; 97,2 
P1;2022-05-06; 100,1 
P1;2022-05-07; 100,8 
P1;2022-05-08; 97,1 
P1;2022-05-09; 92,0 
P1;2022-05-10; 98,7 
P1;2022-05-11; 89,1 
P1;2022-05-12; 97,9 
P1;2022-05-13; 96,7 
P1;2022-05-14; 98,4 
P1;2022-05-15; 96,3 
P1;2022-05-16; 97,0 
P1;2022-05-17; 95,6 
P1;2022-05-18; 89,2 
P1;2022-05-19; 115,6 
P1;2022-05-20; 98,0 
P1;2022-05-21; 97,2 
P1;2022-05-22; 95,2 
P1;2022-05-23; 89,3 
P1;2022-05-24; 105,4 
P1;2022-05-25; 95,8 
P1;2022-05-26; 94,2 
P1;2022-05-27; 91,5 
P1;2022-05-28; 94,0 
P1;2022-05-29; 95,5 
P1;2022-05-30; 96,4 
P1;2022-05-31; 94,1 
P1;2022-06-01; 96,3 
P1;2022-06-02; 100,9 
P1;2022-06-03; 105,2 
P1;2022-06-04; 99,4 
P1;2022-06-05; 100,4 
P1;2022-06-06; 96,3 
P1;2022-06-07; 97,4 
P1;2022-06-08; 96,6 
P1;2022-06-09; 96,3 
P1;2022-06-10; 104,0 
P1;2022-06-11; 105,7 
P1;2022-06-12; 105,4 
P1;2022-06-13; 96,5 
P1;2022-06-14; 96,2 
P1;2022-06-15; 96,4 
P1;2022-06-16; 102,4 
P1;2022-06-17; 96,3 
P1;2022-06-18; 96,2 
P1;2022-06-19; 99,6 
P1;2022-06-20; 96,1 
P1;2022-06-21; 96,9 
P1;2022-06-22; 104,9 
P1;2022-06-23; 104,8 
P1;2022-06-24; 97,4 
P1;2022-06-25; 102,2 
P1;2022-06-26; 102,4 
P1;2022-06-27; 102,4 
P1;2022-06-28; 97,6 
P1;2022-06-29; 98,2 
P1;2022-06-30; 98,4 
P1;2022-07-01; 97,7 
P1;2022-07-02; 103,3 
P1;2022-07-03; 103,3 
P1;2022-07-04; 104,9 
P1;2022-07-05; 103,2 
P1;2022-07-06; 100,1 
P1;2022-07-07; 99,2 
P1;2022-07-08; 105,8 
P1;2022-07-09; 108,5 
P1;2022-07-10; 107,6 
P1;2022-07-11; 104,4 
P1;2022-07-12; 107,4 
P1;2022-07-13; 106,6 
P1;2022-07-14; 109,6 
P1;2022-07-15; 110,8 
P1;2022-07-16; 108,8 
P1;2022-07-17; 106,6 
P1;2022-07-18; 105,7 
P1;2022-07-19; 105,9 
P1;2022-07-20; 106,7 
P1;2022-07-21; 104,1 
P1;2022-07-22; 103,4 
P1;2022-07-23; 103,6 
P1;2022-07-24; 111,3 
P1;2022-07-25; 103,3 
P1;2022-07-26; 105,1 
P1;2022-07-27; 105,3 
P1;2022-07-28; 104,1 
P1;2022-07-29; 107,5 
P1;2022-07-30; 106,1 
P1;2022-07-31; 119,7 
P1;2022-08-01; 107,8 
P1;2022-08-02; 101,0 
P1;2022-08-03; 108,6 
P1;2022-08-04; 106,7 
P1;2022-08-05; 110,4 
P1;2022-08-06; 109,5 
P1;2022-08-07; 107,2 
P1;2022-08-08; 100,5 
P1;2022-08-09; 108,1 
P1;2022-08-10; 107,7 
P1;2022-08-11; 107,8 
P1;2022-08-12; 107,6 
P1;2022-08-13; 102,2 
P1;2022-08-14; 109,0 
P1;2022-08-15; 108,6 
P1;2022-08-16; 100,5 
P1;2022-08-17; 108,9 
P1;2022-08-18; 109,8 
P1;2022-08-19; 109,7 
P1;2022-08-20; 108,4 
P1;2022-08-21; 108,1 
P1;2022-08-22; 113,3 
P1;2022-08-23; 107,8 
P1;2022-08-24; 143,6 
P1;2022-08-25; 196,5 
P1;2022-08-26; 216,4 
P1;2022-08-27; 254,2 
P1;2022-08-28; 254,1 
P1;2022-08-29; 252,4 
P1;2022-08-30; 253,0 
P1;2022-08-31; 302,6 
P1;2022-09-01; 122,1 
P1;2022-09-02; 294,4 
P1;2022-09-03; 244,5 
P1;2022-09-04; 199,6 
P1;2022-09-05; 148,2 
P1;2022-09-06; 141,1 
P1;2022-09-07; 130,6 
P1;2022-09-08; 132,4 
P1;2022-09-09; 159,9 
P1;2022-09-10; 133,6 
P1;2022-09-11; 115,1 
P1;2022-09-12; 111,3 
P1;2022-09-13; 115,1 
P1;2022-09-14; 241,3 
P1;2022-09-15; 278,9 
P1;2022-09-16; 336,6 
P1;2022-09-17; 290,9 
P1;2022-09-18; 200,4 
P1;2022-09-19; 200,4 
P1;2022-09-20; 232,5 
P1;2022-09-21; 219,9 
P1;2022-09-22; 130,8 
P1;2022-09-23; 218,9 
P1;2022-09-24; 228,4 
P1;2022-09-25; 213,5 
P1;2022-09-26; 184,4 
P1;2022-09-27; 178,6 
P1;2022-09-28; 174,9 
P1;2022-09-29; 189,9 
P1;2022-09-30; 210,3 
P1;2022-10-01; 219,0 
P1;2022-10-02; 225,0 
P1;2022-10-03; 222,8 
P1;2022-10-04; 222,4 
P1;2022-10-05; 225,7 
P1;2022-10-06; 260,7 
P1;2022-10-07; 265,4 
P1;2022-10-08; 305,4 
P1;2022-10-09; 205,3 
P1;2022-10-10; 217,5 
P1;2022-10-11; 270,5 
P1;2022-10-12; 286,0 
P1;2022-10-13; 275,5 
P1;2022-10-14; 286,3 
P1;2022-10-15; 303,9 
P1;2022-10-16; 305,8 
P1;2022-10-17; 317,0 
P1;2022-10-18; 337,0 
P1;2022-10-19; 362,2 
P1;2022-10-20; 339,6 
P1;2022-10-21; 340,7 
P1;2022-10-22; 116,7 
P1;2022-10-23; 115,5 
P1;2022-10-24; 109,9 
P1;2022-10-25; 115,8 
P1;2022-10-26; 222,2 
P1;2022-10-27; 220,0 
P1;2022-10-28; 115,8 
P1;2022-10-29; 205,8 
P1;2022-10-30; 115,4 
P1;2022-10-31; 115,5 
P1;2022-11-01; 118,0 
P1;2022-11-02; 117,9 
P1;2022-11-03; 117,9 
P1;2022-11-04; 112,8 
P1;2022-11-05; 118,5 
P1;2022-11-06; 111,2 
P1;2022-11-07; 115,9 
P1;2022-11-08; 117,9 
P1;2022-11-09; 120,2 
P1;2022-11-10; 119,5 
P1;2022-11-11; 115,6 
P1;2022-11-12; 127,5 
P1;2022-11-13; 139,5 
P1;2022-11-14; 116,6 
P1;2022-11-15; 110,3 
P1;2022-11-16; 110,8 
P1;2022-11-17; 116,0 
P1;2022-11-18; 111,0 
P1;2022-11-19; 115,3 
P1;2022-11-20; 110,8 
P1;2022-11-21; 119,6 
P1;2022-11-22; 122,9 
P1;2022-11-23; 119,3 
P1;2022-11-24; 117,3 
P1;2022-11-25; 148,4 
P1;2022-11-26; 247,7 
P1;2022-11-27; 249,8 
P1;2022-11-28; 233,4 
P1;2022-11-29; 237,8 
P1;2022-11-30; 237,6 
P1;2022-12-01; 237,5 
P1;2022-12-02; 234,3 
P1;2022-12-03; 308,8 
P1;2022-12-04; 233,3 
P1;2022-12-05; 231,8 
P1;2022-12-06; 159,4 
P1;2022-12-07; 256,2 
P1;2022-12-08; 234,1 
P1;2022-12-09; 122,5 
P1;2022-12-10; 233,2 
P1;2022-12-11; 242,0 
P1;2022-12-12; 238,1 
P1;2022-12-13; 238,4 
P1;2022-12-14; 259,5 
P1;2022-12-15; 259,2 
P1;2022-12-16; 269,5 
P1;2022-12-17; 272,8 
P1;2022-12-18; 291,7 
P1;2022-12-19; 289,9 
P1;2022-12-20; 296,8 
P1;2022-12-21; 358,6 
P1;2022-12-22; 413,5 
P1;2022-12-23; 419,3 
P1;2022-12-24; 426,7 
P1;2022-12-25; 436,8 
P1;2022-12-26; 441,1 
P1;2022-12-27; 456,7 
P1;2022-12-28; 505,6 
P1;2022-12-29; 496,2 
P1;2022-12-30; 463,2 
P1;2022-12-31; 519,0 
P1;2023-01-01; 510,9 
P1;2023-01-02; 509,3 
P1;2023-01-03; 509,5 
P1;2023-01-04; 552,4 
P1;2023-01-05; 556,3 
P1;2023-01-06; 491,5 
P1;2023-01-07; 498,6 
P1;2023-01-08; 421,9 
P1;2023-01-09; 407,5 
P1;2023-01-10; 125,1 
P1;2023-01-11; 401,6 
P1;2023-01-12; 129,1 
P1;2023-01-13; 124,0 
P1;2023-01-14; 221,9 
P1;2023-01-15; 195,9 
P1;2023-01-16; 122,8 
P1;2023-01-17; 121,9 
P1;2023-01-18; 247,4 
P1;2023-01-19; 130,7 
P1;2023-01-20; 225,1 
P1;2023-01-21; 182,7 
P1;2023-01-22; 192,2 
P1;2023-01-23; 209,5 
P1;2023-01-24; 241,8 
P1;2023-01-25; 251,3 
P1;2023-01-26; 316,7 
P1;2023-01-27; 356,3 
P1;2023-01-28; 396,9 
P1;2023-01-29; 446,5 
P1;2023-01-30; 492,4 
P1;2023-01-31; 661,2 
P1;2023-02-01; 751,2 
P1;2023-02-02; 791,4 
P1;2023-02-03; 784,4 
P1;2023-02-04; 782,6 
P1;2023-02-05; 787,1 
P1;2023-02-06; 125,2 
P1;2023-02-07; 502,1 
P1;2023-02-08; 489,3 
P1;2023-02-09; 488,8 
P1;2023-02-10; 519,8 
P1;2023-02-11; 553,6 
P1;2023-02-12; 540,4 
P1;2023-02-13; 519,3 
P1;2023-02-14; 534,3 
P1;2023-02-15; 534,3 
P1;2023-02-16; 458,5 
P1;2023-02-17; 409,3 
P1;2023-02-18; 419,1 
P1;2023-02-19; 422,6 
P1;2023-02-20; 339,2 
P1;2023-02-21; 411,0 
P1;2023-02-22; 213,6 
P1;2023-02-23; 288,5 
P1;2023-02-24; 288,7 
P1;2023-02-25; 260,0 
P1;2023-02-26; 319,8 
P1;2023-02-27; 289,7 
P1;2023-02-28; 309,1 
P1;2023-03-01; 321,2 
P1;2023-03-02; 351,5 
P1;2023-03-03; 401,5 
P1;2023-03-04; 450,3 
P1;2023-03-05; 469,1 
P1;2023-03-06; 486,0 
P1;2023-03-07; 449,4 
P1;2023-03-08; 423,2 
P1;2023-03-09; 424,0 
P1;2023-03-10; 121,5 
P1;2023-03-11; 250,9 
P1;2023-03-12; 282,9 
P1;2023-03-13; 239,7 
P1;2023-03-14; 118,5 
P1;2023-03-15; 118,5 
P1;2023-03-16; 125,9 
P1;2023-03-17; 140,8 
P1;2023-03-18; 145,8 
P1;2023-03-19; 161,3 
P1;2023-03-20; 161,0 
P1;2023-03-21; 150,2 
P1;2023-03-22; 283,9 
P1;2023-03-23; 202,3 
P1;2023-03-24; 310,0 
P1;2023-03-25; 181,1 
P1;2023-03-26; 149,9 
P1;2023-03-27; 117,0 
P1;2023-03-28; 117,7 
P1;2023-03-29; 121,2 
P1;2023-03-30; 123,1 
P1;2023-03-31; 120,8 
P1;2023-04-01; 125,4 
P1;2023-04-02; 158,6 
P1;2023-04-03; 126,1 
P1;2023-04-04; 134,3 
P1;2023-04-05; 138,7 
P1;2023-04-06; 140,3 
P1;2023-04-07; 132,6 
P1;2023-04-08; 132,5 
P1;2023-04-09; 122,8 
P1;2023-04-10; 125,4 
P1;2023-04-11; 132,5 
P1;2023-04-12; 132,6 
P1;2023-04-13; 133,6 
P1;2023-04-14; 137,7 
P1;2023-04-15; 192,3 
P1;2023-04-16; 211,3 
P1;2023-04-17; 217,1 
P1;2023-04-18; 284,6 
P1;2023-04-19; 214,9 
P1;2023-04-20; 285,2 
P1;2023-04-21; 307,8 
P1;2023-04-22; 326,9 
P1;2023-04-23; 336,8 
P1;2023-04-24; 319,7 
P1;2023-04-25; 317,7 
P1;2023-04-26; 293,8 
P1;2023-04-27; 126,7 
P1;2023-04-28; 223,6 
P1;2023-04-29; 125,7 
P1;2023-04-30; 209,6 
P1;2023-05-01; 126,0 
P1;2023-05-02; 173,0 
P1;2023-05-03; 118,0 
P1;2023-05-04; 214,0 
P1;2023-05-05; 249,7 
P1;2023-05-06; 280,4 
P1;2023-05-07; 359,3 
P1;2023-05-08; 358,2 
P1;2023-05-09; 410,5 
P1;2023-05-10; 504,3 
P1;2023-05-11; 554,5 
P1;2023-05-12; 552,7 
P1;2023-05-13; 641,9 
P1;2023-05-14; 630,9 
P1;2023-05-15; 628,4 
P1;2023-05-16; 748,8 
P1;2023-05-17; 790,4 
P1;2023-05-18; 810,8 
P1;2023-05-19; 813,0 
P1;2023-05-20; 833,0 
P1;2023-05-21; 845,3 
P1;2023-05-22; 848,5 
P1;2023-05-23; 801,4 
